capture_id,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index
CDB_S1#A06#1#140,CDB_S1,A06,1,140,,,32962597,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.69
CDB_S1#A06#1#141,CDB_S1,A06,1,141,,,32962598,springbok,1,1,1,0.00,0.00,0.80,0.90,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#142,CDB_S1,A06,1,142,,,32962599,monkeyvervet,1,1,1,0.25,0.00,0.75,0.00,0.00,0.00,,,,0.29,0.93
CDB_S1#A06#1#143,CDB_S1,A06,1,143,,,32962600,monkeyvervet,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.70,0.88
CDB_S1#A06#1#144,CDB_S1,A06,1,144,,,32962601,baboon,1,1,1,0.40,0.00,0.80,0.00,0.40,0.00,,,,0.56,0.83
CDB_S1#A06#1#145,CDB_S1,A06,1,145,,,32962602,monkeyvervet,1,1,1,0.40,0.10,0.50,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#146,CDB_S1,A06,1,146,,,32962603,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#147,CDB_S1,A06,1,147,,,32962604,monkeyvervet,1,1,1,0.33,0.00,0.67,0.00,0.00,0.00,,,,0.40,0.87
CDB_S1#A06#1#148,CDB_S1,A06,1,148,,,32962605,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#149,CDB_S1,A06,1,149,,,32962606,springbok,2,2,1,0.00,0.00,0.62,0.88,0.00,0.00,,,,0.80,0.58
CDB_S1#A06#1#150,CDB_S1,A06,1,150,,,32962607,springbok,3,3,3,0.22,0.00,0.11,1.00,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#151,CDB_S1,A06,1,151,,,32962608,springbok,1,1,1,0.22,0.00,0.78,0.11,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#152,CDB_S1,A06,1,152,,,32962609,springbok,1,1,1,0.00,0.00,0.80,0.40,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#153,CDB_S1,A06,1,153,,,32962610,springbok,1,1,1,0.20,0.00,0.70,0.50,0.00,0.00,,,,0.91,0.44
CDB_S1#A06#1#154,CDB_S1,A06,1,154,,,32962611,springbok,3,2,2,0.22,0.00,0.11,1.00,0.11,0.00,,,,0.90,0.47
CDB_S1#A06#1#155,CDB_S1,A06,1,155,,,32962612,springbok,3,3,3,0.67,0.00,0.56,0.67,0.00,0.33,,,,0.90,0.47
CDB_S1#A06#1#156,CDB_S1,A06,1,156,,,32962613,springbok,3,3,3,0.75,0.00,0.12,0.62,0.00,0.00,,,,0.80,0.72
CDB_S1#A06#1#157,CDB_S1,A06,1,157,,,32962614,springbok,1,1,1,0.10,0.00,0.90,0.70,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#158,CDB_S1,A06,1,158,,,32962615,springbok,1,1,1,0.17,0.00,0.83,0.00,0.00,0.00,,,,0.67,0.72
CDB_S1#A06#1#159,CDB_S1,A06,1,159,,,32962616,springbok,2,2,2,0.11,0.00,0.56,0.89,0.00,0.11,,,,0.90,0.47
CDB_S1#A06#1#160,CDB_S1,A06,1,160,,,32962617,springbok,2,2,1,0.11,0.00,1.00,0.00,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#161,CDB_S1,A06,1,161,,,32962618,springbok,1,1,1,0.00,0.00,0.89,0.11,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#162,CDB_S1,A06,1,162,,,32962619,blank,,,,,,,,,,,,,0.80,0.00
CDB_S1#A06#1#163,CDB_S1,A06,1,163,,,32962620,monkeyvervet,1,1,1,0.25,0.00,0.75,0.00,0.12,0.00,,,,0.89,0.50
CDB_S1#A06#1#164,CDB_S1,A06,1,164,,,32962621,monkeyvervet,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.50,0.84
CDB_S1#A06#1#165,CDB_S1,A06,1,165,,,32962622,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#166,CDB_S1,A06,1,166,,,32962623,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#167,CDB_S1,A06,1,167,,,32962624,monkeyvervet,1,1,1,0.00,0.00,1.00,0.00,0.17,0.00,,,,0.67,0.77
CDB_S1#A06#1#168,CDB_S1,A06,1,168,,,32962625,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#169,CDB_S1,A06,1,169,,,32962626,monkeyvervet,1,1,1,0.57,0.00,0.29,0.00,0.29,0.00,,,,0.78,0.76
CDB_S1#A06#1#170,CDB_S1,A06,1,170,,,32962627,monkeyvervet,1,1,1,0.00,0.00,0.50,0.00,0.50,0.00,,,,0.40,0.88
CDB_S1#A06#1#171,CDB_S1,A06,1,171,,,32962628,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#172,CDB_S1,A06,1,172,,,32962629,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#173,CDB_S1,A06,1,173,,,32962630,ostrich,1,1,1,0.10,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#174,CDB_S1,A06,1,174,,,32962631,ostrich,2,2,1,0.20,0.00,1.00,0.40,0.00,0.00,,,,0.62,0.82
CDB_S1#A06#1#175,CDB_S1,A06,1,175,,,32962632,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#176,CDB_S1,A06,1,176,,,32962633,ostrich,2,1,1,0.00,0.00,0.80,0.10,0.20,0.00,,,,1.00,0.00
CDB_S1#A06#1#177,CDB_S1,A06,1,177,,,32962634,monkeyvervet,1,1,1,0.20,0.00,1.00,0.00,0.20,0.00,,,,0.50,0.84
CDB_S1#A06#1#178,CDB_S1,A06,1,178,,,32962635,wildebeestblack,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#179,CDB_S1,A06,1,179,,,32962636,springbok,2,1,1,0.12,0.00,0.88,0.12,0.00,0.00,,,,0.80,0.58
CDB_S1#A06#1#180,CDB_S1,A06,1,180,,,32962637,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.57,0.87
CDB_S1#A06#1#181,CDB_S1,A06,1,181,,,32962638,monkeyvervet,1,1,1,0.00,0.00,1.00,0.00,0.20,0.00,,,,0.56,0.85
CDB_S1#A06#1#182,CDB_S1,A06,1,182,,,32962639,ostrich,2,2,2,0.00,0.00,0.50,0.90,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#183,CDB_S1,A06,1,183,,,32962640,springbok,1,1,1,0.10,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#184,CDB_S1,A06,1,184,,,32962641,springbok,1,1,1,0.12,0.00,0.88,0.00,0.00,0.00,,,,0.89,0.50
CDB_S1#A06#1#185,CDB_S1,A06,1,185,,,32962642,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#186,CDB_S1,A06,1,186,,,32962643,springbok,1,1,1,0.11,0.00,0.89,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#187,CDB_S1,A06,1,187,,,32962644,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.86
CDB_S1#A06#1#188,CDB_S1,A06,1,188,,,32962645,foxbateared,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.70,0.73
CDB_S1#A06#1#189,CDB_S1,A06,1,189,,,32962646,monkeyvervet,1,1,1,0.17,0.00,0.83,0.00,0.17,0.00,,,,0.60,0.76
CDB_S1#A06#1#190,CDB_S1,A06,1,190,,,32962647,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#191,CDB_S1,A06,1,191,,,32962648,ostrich,1,1,1,0.22,0.00,0.78,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#192,CDB_S1,A06,1,192,,,32962649,aardvarkantbear,1,1,1,0.44,0.00,0.56,0.00,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#193,CDB_S1,A06,1,193,,,32962650,aardvarkantbear,1,1,1,0.33,0.00,0.33,0.33,0.17,0.00,,,,0.75,0.67
CDB_S1#A06#1#194,CDB_S1,A06,1,194,,,32962651,ostrich,1,1,1,0.10,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#195,CDB_S1,A06,1,195,,,32962652,ostrich,2,2,2,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#196,CDB_S1,A06,1,196,,,32962653,springbok,1,1,1,0.12,0.00,1.00,0.00,0.00,0.00,,,,0.80,0.58
CDB_S1#A06#1#197,CDB_S1,A06,1,197,,,32962654,monkeyvervet,1,1,1,0.00,0.00,0.83,0.00,0.33,0.00,,,,0.67,0.72
CDB_S1#A06#1#198,CDB_S1,A06,1,198,,,32962655,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#199,CDB_S1,A06,1,199,,,32962656,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#200,CDB_S1,A06,1,200,,,32962657,ostrich,1,1,1,0.20,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#201,CDB_S1,A06,1,201,,,32962658,blesbok,1,1,1,0.17,0.00,1.00,0.00,0.00,0.00,,,,0.46,0.92
CDB_S1#A06#1#202,CDB_S1,A06,1,202,,,32962659,blesbok,2,2,2,0.20,0.00,1.00,0.70,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#203,CDB_S1,A06,1,203,,,32962660,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.91,0.44
CDB_S1#A06#1#204,CDB_S1,A06,1,204,,,32962661,blesbok,4,3,3,0.40,0.00,0.10,1.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#205,CDB_S1,A06,1,205,,,32962662,blesbok,7,6,5,0.50,0.00,0.50,0.88,0.00,0.00,,,,0.80,0.58
CDB_S1#A06#1#206,CDB_S1,A06,1,206,,,32962663,springbok,1,1,1,0.30,0.00,0.80,0.20,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#207,CDB_S1,A06,1,207,,,32962664,ostrich,1,1,1,0.00,0.00,0.70,0.60,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#208,CDB_S1,A06,1,208,,,32962665,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#209,CDB_S1,A06,1,209,,,32962666,monkeyvervet,1,1,1,0.33,0.17,0.33,0.00,0.17,0.00,,,,0.75,0.81
CDB_S1#A06#1#210,CDB_S1,A06,1,210,,,32962667,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#211,CDB_S1,A06,1,211,,,32962668,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#212,CDB_S1,A06,1,212,,,32962669,blesbok,2,2,2,0.38,0.00,0.50,0.88,0.00,0.00,,,,0.89,0.50
CDB_S1#A06#1#213,CDB_S1,A06,1,213,,,32962670,birdother,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.50,1.00
CDB_S1#A06#1#214,CDB_S1,A06,1,214,,,32962671,springbok,1,1,1,0.30,0.00,0.40,0.80,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#215,CDB_S1,A06,1,215,,,32962672,springbok,1,1,1,0.11,0.00,0.44,0.67,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#216,CDB_S1,A06,1,216,,,32962673,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#217,CDB_S1,A06,1,217,,,32962674,monkeyvervet,1,1,1,0.00,0.00,1.00,0.00,0.17,0.00,,,,0.86,0.59
CDB_S1#A06#1#218,CDB_S1,A06,1,218,,,32962675,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#219,CDB_S1,A06,1,219,,,32962676,blesbok,1,1,1,0.14,0.00,0.57,0.71,0.00,0.00,,,,0.70,0.73
CDB_S1#A06#1#220,CDB_S1,A06,1,220,,,32962677,blesbok,1,1,1,0.14,0.00,0.71,0.57,0.00,0.00,,,,0.70,0.73
CDB_S1#A06#1#221,CDB_S1,A06,1,221,,,32962678,blesbok,1,1,1,0.00,0.00,0.43,0.57,0.00,0.00,,,,0.58,0.81
CDB_S1#A06#1#222,CDB_S1,A06,1,222,,,32962679,eland,1,1,1,0.33,0.00,0.00,0.83,0.00,0.00,,,,0.40,0.94
CDB_S1#A06#1#223,CDB_S1,A06,1,223,,,32962680,blesbok,3,2,1,0.33,0.00,0.89,0.56,0.00,0.00,,,,0.90,0.55
CDB_S1#A06#1#224,CDB_S1,A06,1,224,,,32962681,blesbok,1,1,1,0.50,0.00,0.00,0.88,0.00,0.00,,,,0.80,0.58
CDB_S1#A06#1#225,CDB_S1,A06,1,225,,,32962682,blesbok,1,1,1,0.12,0.00,0.12,0.75,0.00,0.00,,,,0.89,0.50
CDB_S1#A06#1#226,CDB_S1,A06,1,226,,,32962683,blesbok,1,1,1,0.22,0.00,0.00,0.89,0.00,0.00,,,,0.90,0.55
CDB_S1#A06#1#227,CDB_S1,A06,1,227,,,32962684,blesbok,1,1,1,0.22,0.00,0.11,0.78,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#228,CDB_S1,A06,1,228,,,32962685,monkeyvervet,1,1,1,0.27,0.00,0.73,0.00,0.18,0.00,,,,0.79,0.83
CDB_S1#A06#1#228,CDB_S1,A06,1,228,,,32962685,ostrich,1,1,1,0.75,0.00,0.12,0.25,0.00,0.00,,,,0.57,0.83
CDB_S1#A06#1#229,CDB_S1,A06,1,229,,,32962686,monkeyvervet,1,1,1,0.14,0.00,0.86,0.00,0.29,0.00,,,,0.70,0.68
CDB_S1#A06#1#230,CDB_S1,A06,1,230,,,32962687,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#231,CDB_S1,A06,1,231,,,32962688,springbok,1,1,1,0.00,0.00,0.70,0.70,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#232,CDB_S1,A06,1,232,,,32962689,ostrich,2,2,2,0.50,0.00,0.50,0.70,0.10,0.00,,,,1.00,0.00
CDB_S1#A06#1#233,CDB_S1,A06,1,233,,,32962690,ostrich,1,1,1,0.10,0.00,0.60,0.60,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#234,CDB_S1,A06,1,234,,,32962691,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#235,CDB_S1,A06,1,235,,,32962692,monkeyvervet,1,1,1,0.00,0.00,1.00,0.00,0.14,0.00,,,,0.70,0.68
CDB_S1#A06#1#236,CDB_S1,A06,1,236,,,32962693,baboon,1,1,1,0.33,0.00,0.67,0.00,0.00,0.00,,,,0.60,0.97
CDB_S1#A06#1#237,CDB_S1,A06,1,237,,,32962694,ostrich,1,1,1,0.00,0.10,0.60,0.50,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#238,CDB_S1,A06,1,238,,,32962695,ostrich,1,1,1,0.25,0.00,0.62,0.25,0.00,0.00,,,,0.89,0.50
CDB_S1#A06#1#239,CDB_S1,A06,1,239,,,32962696,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#240,CDB_S1,A06,1,240,,,32962697,buffalo,1,1,1,0.33,0.00,0.67,0.00,0.00,0.00,,,,0.55,0.99
CDB_S1#A06#1#241,CDB_S1,A06,1,241,,,32962698,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#242,CDB_S1,A06,1,242,,,32962699,springbok,1,1,1,0.70,0.00,0.30,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#243,CDB_S1,A06,1,243,,,32962700,springbok,1,1,1,0.10,0.00,1.00,0.60,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#244,CDB_S1,A06,1,244,,,32962701,monkeyvervet,1,1,1,0.50,0.00,0.50,0.00,0.33,0.00,,,,0.60,0.76
CDB_S1#A06#1#245,CDB_S1,A06,1,245,,,32962702,monkeyvervet,2,1,1,0.44,0.00,0.67,0.00,0.22,0.00,,,,0.90,0.47
CDB_S1#A06#1#246,CDB_S1,A06,1,246,,,32962703,monkeyvervet,1,1,1,0.00,0.14,0.86,0.00,0.14,0.00,,,,0.70,0.68
CDB_S1#A06#1#247,CDB_S1,A06,1,247,,,32962704,monkeyvervet,1,1,1,0.50,0.17,0.33,0.00,0.00,0.00,,,,0.55,0.81
CDB_S1#A06#1#248,CDB_S1,A06,1,248,,,32962705,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#249,CDB_S1,A06,1,249,,,32962706,springbok,1,1,1,0.00,0.00,0.67,0.89,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#250,CDB_S1,A06,1,250,,,32962707,ostrich,1,1,1,0.10,0.00,0.60,0.50,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#251,CDB_S1,A06,1,251,,,32962708,blesbok,1,1,1,0.12,0.00,0.50,0.62,0.00,0.00,,,,0.80,0.72
CDB_S1#A06#1#252,CDB_S1,A06,1,252,,,32962709,ostrich,1,1,1,0.10,0.00,0.50,0.50,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#253,CDB_S1,A06,1,253,,,32962710,monkeyvervet,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.80,0.72
CDB_S1#A06#1#254,CDB_S1,A06,1,254,,,32962711,monkeyvervet,1,1,1,0.33,0.00,0.83,0.00,0.17,0.00,,,,0.43,0.85
CDB_S1#A06#1#255,CDB_S1,A06,1,255,,,32962712,blesbok,3,3,1,0.30,0.00,0.70,1.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#256,CDB_S1,A06,1,256,,,32962713,blesbok,2,2,1,0.20,0.00,0.00,1.00,0.00,0.00,,,,0.50,0.84
CDB_S1#A06#1#257,CDB_S1,A06,1,257,,,32962714,springbok,2,1,1,0.71,0.00,0.14,0.29,0.00,0.00,,,,0.44,0.77
CDB_S1#A06#1#258,CDB_S1,A06,1,258,,,32962715,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#260,CDB_S1,A06,1,260,,,32962716,ostrich,1,1,1,0.20,0.00,0.80,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#261,CDB_S1,A06,1,261,,,32962717,ostrich,1,1,1,0.30,0.00,0.00,0.90,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#262,CDB_S1,A06,1,262,,,32962718,monkeyvervet,1,1,1,0.00,0.40,0.40,0.00,0.40,0.00,,,,0.62,0.82
CDB_S1#A06#1#263,CDB_S1,A06,1,263,,,32962719,ostrich,2,2,1,0.11,0.00,0.89,0.22,0.11,0.00,,,,1.00,0.00
CDB_S1#A06#1#264,CDB_S1,A06,1,264,,,32962720,ostrich,1,1,1,0.27,0.00,0.73,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#265,CDB_S1,A06,1,265,,,32962721,wildebeestblack,1,1,1,0.00,0.00,0.22,1.00,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#266,CDB_S1,A06,1,266,,,32962722,wildebeestblack,1,1,1,0.33,0.00,0.00,0.67,0.00,0.00,,,,0.60,0.82
CDB_S1#A06#1#267,CDB_S1,A06,1,267,,,32962723,wildebeestblack,1,1,1,0.11,0.00,1.00,0.00,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#268,CDB_S1,A06,1,268,,,32962724,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#269,CDB_S1,A06,1,269,,,32962725,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#270,CDB_S1,A06,1,270,,,32962726,wildebeestblack,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#272,CDB_S1,A06,1,272,,,32962727,monkeyvervet,1,1,1,0.60,0.00,0.40,0.00,0.00,0.00,,,,0.56,0.83
CDB_S1#A06#1#273,CDB_S1,A06,1,273,,,32962728,wildebeestblack,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#274,CDB_S1,A06,1,274,,,32962729,monkeyvervet,1,1,1,0.00,0.00,0.75,0.00,0.50,0.00,,,,0.40,0.86
CDB_S1#A06#1#275,CDB_S1,A06,1,275,,,32962730,blesbok,2,2,1,0.43,0.00,0.71,0.86,0.00,0.00,,,,0.78,0.76
CDB_S1#A06#1#276,CDB_S1,A06,1,276,,,32962731,monkeyvervet,1,1,1,0.33,0.00,0.78,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#277,CDB_S1,A06,1,277,,,32962732,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#278,CDB_S1,A06,1,278,,,32962733,ostrich,1,1,1,0.10,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#279,CDB_S1,A06,1,279,,,32962734,ostrich,1,1,1,0.20,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#280,CDB_S1,A06,1,280,,,32962735,ostrich,1,1,1,0.20,0.00,0.40,0.60,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#281,CDB_S1,A06,1,281,,,32962736,monkeyvervet,1,1,1,0.10,0.10,0.90,0.20,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#282,CDB_S1,A06,1,282,,,32962737,blank,,,,,,,,,,,,,0.80,0.00
CDB_S1#A06#1#283,CDB_S1,A06,1,283,,,32962738,kudu,1,1,1,0.50,0.00,0.50,0.00,0.00,0.00,,,,0.27,0.92
CDB_S1#A06#1#284,CDB_S1,A06,1,284,,,32962739,baboon,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.50,1.00
CDB_S1#A06#1#285,CDB_S1,A06,1,285,,,32962740,monkeyvervet,1,1,1,0.20,0.00,0.80,0.00,0.20,0.00,,,,0.62,0.77
CDB_S1#A06#1#286,CDB_S1,A06,1,286,,,32962741,ostrich,1,1,1,0.20,0.00,0.80,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#287,CDB_S1,A06,1,287,,,32962742,baboon,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.40,0.96
CDB_S1#A06#1#288,CDB_S1,A06,1,288,,,32962743,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#289,CDB_S1,A06,1,289,,,32962744,monkeyvervet,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.47
CDB_S1#A06#1#290,CDB_S1,A06,1,290,,,32962745,blesbok,2,2,2,0.33,0.00,0.78,0.78,0.00,0.00,,,,0.90,0.47
CDB_S1#A06#1#291,CDB_S1,A06,1,291,,,32962746,blesbok,1,1,1,0.00,0.00,0.67,0.33,0.00,0.00,,,,0.60,0.82
CDB_S1#A06#1#292,CDB_S1,A06,1,292,,,32962747,blesbok,1,1,1,0.29,0.00,0.00,0.86,0.00,0.00,,,,0.70,0.73
CDB_S1#A06#1#293,CDB_S1,A06,1,293,,,32962748,blesbok,1,1,1,0.20,0.00,0.80,0.00,0.00,0.00,,,,0.56,0.83
CDB_S1#A06#1#294,CDB_S1,A06,1,294,,,32962749,blesbok,1,1,1,0.06,0.00,0.59,0.76,0.00,0.00,,,,0.85,0.42
CDB_S1#A06#1#295,CDB_S1,A06,1,295,,,32962750,blesbok,1,1,1,0.00,0.00,0.71,0.29,0.00,0.00,,,,0.78,0.76
CDB_S1#A06#1#296,CDB_S1,A06,1,296,,,32962751,blesbok,1,1,1,0.20,0.00,0.40,0.70,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#297,CDB_S1,A06,1,297,,,32962752,blesbok,1,1,1,1.00,0.00,0.12,0.12,0.00,0.00,,,,0.80,0.72
CDB_S1#A06#1#298,CDB_S1,A06,1,298,,,32962753,blesbok,1,1,1,0.00,0.00,0.70,0.50,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#299,CDB_S1,A06,1,299,,,32962754,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#300,CDB_S1,A06,1,300,,,32962755,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#301,CDB_S1,A06,1,301,,,32962756,monkeyvervet,1,1,1,0.10,0.00,0.80,0.10,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#302,CDB_S1,A06,1,302,,,32962757,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#303,CDB_S1,A06,1,303,,,32962758,monkeyvervet,1,1,1,0.20,0.00,0.80,0.00,0.20,0.00,,,,0.42,0.84
CDB_S1#A06#1#304,CDB_S1,A06,1,304,,,32962759,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#305,CDB_S1,A06,1,305,,,32962760,springbok,1,1,1,0.10,0.00,0.80,0.60,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#306,CDB_S1,A06,1,306,,,32962761,duikercommongrey,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,1,,,0.27,0.96
CDB_S1#A06#1#307,CDB_S1,A06,1,307,,,32962762,monkeyvervet,1,1,1,0.20,0.00,0.80,0.00,0.20,0.00,,,,0.33,0.93
CDB_S1#A06#1#308,CDB_S1,A06,1,308,,,32962763,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#309,CDB_S1,A06,1,309,,,32962764,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#310,CDB_S1,A06,1,310,,,32962765,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#311,CDB_S1,A06,1,311,,,32962766,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#312,CDB_S1,A06,1,312,,,32962767,ostrich,1,1,1,0.20,0.00,0.20,0.90,0.00,0.00,,,,0.91,0.44
CDB_S1#A06#1#313,CDB_S1,A06,1,313,,,32962768,ostrich,2,2,2,0.10,0.00,0.90,0.50,0.00,0.00,,,,1.00,0.00
CDB_S1#A06#1#314,CDB_S1,A06,1,314,,,32962769,ostrich,5,3,3,0.00,0.00,0.90,0.20,0.40,0.00,,,,1.00,0.00
CDB_S1#A06#1#315,CDB_S1,A06,1,315,,,32962770,blank,,,,,,,,,,,,,1.00,0.00
CDB_S1#A06#1#316,CDB_S1,A06,1,316,,,32962771,monkeyvervet,1,1,1,0.17,0.00,1.00,0.00,0.17,0.00,,,,0.67,0.77
CDB_S1#A06#1#317,CDB_S1,A06,1,317,,,32962772,wildebeestblack,1,1,1,0.00,0.12,0.75,0.25,0.00,0.00,,,,0.80,0.58
CDB_S1#A06#1#318,CDB_S1,A06,1,318,,,32962773,springbok,1,1,1,0.11,0.00,0.89,0.00,0.00,0.00,,,,0.90,0.47
