capture_id,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index
KAR_S1#B01#1#1715,KAR_S1,B01,1,1715,2017-10-23,20:48:19,28797981,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1716,KAR_S1,B01,1,1716,2017-10-23,20:50:48,28797983,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1717,KAR_S1,B01,1,1717,2017-10-23,20:54:49,28797985,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1718,KAR_S1,B01,1,1718,2017-10-23,20:58:06,28797987,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1719,KAR_S1,B01,1,1719,2017-10-23,21:00:15,28797989,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1720,KAR_S1,B01,1,1720,2017-10-23,21:02:46,28797991,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1721,KAR_S1,B01,1,1721,2017-10-23,21:09:06,28797994,blank,,,,,,,,,,,,,0.90,0.00
KAR_S1#B01#1#1722,KAR_S1,B01,1,1722,2017-10-23,21:13:47,28797996,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1723,KAR_S1,B01,1,1723,2017-10-23,21:20:10,28797998,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1724,KAR_S1,B01,1,1724,2017-10-23,21:27:38,28798000,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1725,KAR_S1,B01,1,1725,2017-10-23,21:35:12,28798002,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1726,KAR_S1,B01,1,1726,2017-10-23,21:37:56,28798004,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1727,KAR_S1,B01,1,1727,2017-10-23,21:48:50,28798005,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1728,KAR_S1,B01,1,1728,2017-10-23,21:52:07,28798007,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1729,KAR_S1,B01,1,1729,2017-10-23,22:03:14,28798009,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1730,KAR_S1,B01,1,1730,2017-10-23,22:14:41,28798011,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1731,KAR_S1,B01,1,1731,2017-10-23,22:17:53,28798013,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1732,KAR_S1,B01,1,1732,2017-10-23,22:20:07,28798015,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1733,KAR_S1,B01,1,1733,2017-10-23,22:23:02,28798017,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1734,KAR_S1,B01,1,1734,2017-10-23,22:32:10,28798019,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1735,KAR_S1,B01,1,1735,2017-10-23,22:35:26,28798021,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1736,KAR_S1,B01,1,1736,2017-10-23,22:37:28,28798022,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1737,KAR_S1,B01,1,1737,2017-10-23,22:48:10,28798024,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1738,KAR_S1,B01,1,1738,2017-10-23,22:57:54,28798026,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1739,KAR_S1,B01,1,1739,2017-10-23,23:39:45,28798028,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1740,KAR_S1,B01,1,1740,2017-10-24,00:41:26,28798030,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1741,KAR_S1,B01,1,1741,2017-10-24,00:53:16,28798032,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1742,KAR_S1,B01,1,1742,2017-10-24,00:55:20,28798034,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1743,KAR_S1,B01,1,1743,2017-10-24,01:04:32,28798036,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1744,KAR_S1,B01,1,1744,2017-10-24,01:12:04,28798038,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1745,KAR_S1,B01,1,1745,2017-10-24,01:14:03,28798040,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1746,KAR_S1,B01,1,1746,2017-10-24,01:17:59,28798041,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1747,KAR_S1,B01,1,1747,2017-10-24,01:20:02,28798043,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1748,KAR_S1,B01,1,1748,2017-10-24,01:22:08,28798045,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1749,KAR_S1,B01,1,1749,2017-10-24,01:28:17,28798047,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1750,KAR_S1,B01,1,1750,2017-10-24,01:31:25,28798049,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1751,KAR_S1,B01,1,1751,2017-10-24,01:36:09,28798051,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1752,KAR_S1,B01,1,1752,2017-10-24,01:39:16,28798053,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1753,KAR_S1,B01,1,1753,2017-10-24,01:45:04,28798055,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1754,KAR_S1,B01,1,1754,2017-10-24,01:48:58,28798057,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1755,KAR_S1,B01,1,1755,2017-10-24,01:53:49,28798058,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1756,KAR_S1,B01,1,1756,2017-10-24,01:56:09,28798060,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1757,KAR_S1,B01,1,1757,2017-10-24,01:59:44,28798062,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1758,KAR_S1,B01,1,1758,2017-10-24,02:01:53,28798065,blank,,,,,,,,,,,,,0.90,0.00
KAR_S1#B01#1#1759,KAR_S1,B01,1,1759,2017-10-24,02:06:38,28798066,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1760,KAR_S1,B01,1,1760,2017-10-24,02:08:52,28798068,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1761,KAR_S1,B01,1,1761,2017-10-24,02:19:30,28798070,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1762,KAR_S1,B01,1,1762,2017-10-24,02:24:37,28798072,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1763,KAR_S1,B01,1,1763,2017-10-24,02:33:36,28798074,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1764,KAR_S1,B01,1,1764,2017-10-24,02:36:23,28798076,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1765,KAR_S1,B01,1,1765,2017-10-24,02:38:29,28798078,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1766,KAR_S1,B01,1,1766,2017-10-24,02:40:44,28798079,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1767,KAR_S1,B01,1,1767,2017-10-24,02:43:26,28798081,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1768,KAR_S1,B01,1,1768,2017-10-24,02:45:31,28798083,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1769,KAR_S1,B01,1,1769,2017-10-24,02:54:10,28798085,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1770,KAR_S1,B01,1,1770,2017-10-24,02:58:29,28798087,blank,,,,,,,,,,,,,0.90,0.00
KAR_S1#B01#1#1771,KAR_S1,B01,1,1771,2017-10-24,03:00:35,28798088,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1772,KAR_S1,B01,1,1772,2017-10-24,03:03:47,28798090,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1773,KAR_S1,B01,1,1773,2017-10-24,03:05:52,28798093,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1774,KAR_S1,B01,1,1774,2017-10-24,03:08:15,28798094,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1775,KAR_S1,B01,1,1775,2017-10-24,03:12:53,28798096,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1776,KAR_S1,B01,1,1776,2017-10-24,03:15:20,28798098,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1777,KAR_S1,B01,1,1777,2017-10-24,03:21:08,28798100,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1778,KAR_S1,B01,1,1778,2017-10-24,03:28:06,28798102,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1779,KAR_S1,B01,1,1779,2017-10-24,03:30:26,28798104,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1780,KAR_S1,B01,1,1780,2017-10-24,03:38:33,28798106,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1781,KAR_S1,B01,1,1781,2017-10-24,04:29:44,28798108,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1782,KAR_S1,B01,1,1782,2017-10-24,04:51:39,28798110,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1783,KAR_S1,B01,1,1783,2017-10-24,04:57:36,28798113,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1784,KAR_S1,B01,1,1784,2017-10-24,05:05:37,28798115,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1785,KAR_S1,B01,1,1785,2017-10-24,05:07:40,28798117,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1786,KAR_S1,B01,1,1786,2017-10-24,05:17:09,28798119,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1787,KAR_S1,B01,1,1787,2017-10-24,05:22:10,28798122,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1788,KAR_S1,B01,1,1788,2017-10-24,05:27:42,28798124,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1789,KAR_S1,B01,1,1789,2017-10-24,05:36:09,28798126,birdother,1,1,1,0.75,0.25,0.00,0.00,0.00,0.00,,,,0.67,0.92
KAR_S1#B01#1#1790,KAR_S1,B01,1,1790,2017-10-24,05:41:43,28798130,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1791,KAR_S1,B01,1,1791,2017-10-24,05:49:41,28798134,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1792,KAR_S1,B01,1,1792,2017-10-24,05:52:32,28798139,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1793,KAR_S1,B01,1,1793,2017-10-24,05:53:46,28798143,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1794,KAR_S1,B01,1,1794,2017-10-24,05:56:20,28798150,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1795,KAR_S1,B01,1,1795,2017-10-24,06:00:08,28798154,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1796,KAR_S1,B01,1,1796,2017-10-24,06:07:50,28798158,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1797,KAR_S1,B01,1,1797,2017-10-24,06:21:40,28798162,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1798,KAR_S1,B01,1,1798,2017-10-24,06:31:46,28798166,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1799,KAR_S1,B01,1,1799,2017-10-24,06:37:24,28798169,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1800,KAR_S1,B01,1,1800,2017-10-24,06:40:43,28798173,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1801,KAR_S1,B01,1,1801,2017-10-24,06:45:37,28798177,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1802,KAR_S1,B01,1,1802,2017-10-24,06:46:59,28798180,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1803,KAR_S1,B01,1,1803,2017-10-24,06:48:03,28798183,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1804,KAR_S1,B01,1,1804,2017-10-24,06:50:26,28798187,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1805,KAR_S1,B01,1,1805,2017-10-24,06:51:40,28798191,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1806,KAR_S1,B01,1,1806,2017-10-24,06:53:31,28798194,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1807,KAR_S1,B01,1,1807,2017-10-24,07:05:33,28798198,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1808,KAR_S1,B01,1,1808,2017-10-24,07:06:38,28798201,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1809,KAR_S1,B01,1,1809,2017-10-24,07:11:51,28798204,blank,,,,,,,,,,,,,0.90,0.00
KAR_S1#B01#1#1810,KAR_S1,B01,1,1810,2017-10-24,07:14:51,28798208,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1811,KAR_S1,B01,1,1811,2017-10-24,07:16:31,28798212,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1812,KAR_S1,B01,1,1812,2017-10-24,07:20:10,28798215,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1813,KAR_S1,B01,1,1813,2017-10-24,07:21:20,28798219,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1814,KAR_S1,B01,1,1814,2017-10-24,07:22:20,28798223,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1815,KAR_S1,B01,1,1815,2017-10-24,07:23:25,28798227,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1816,KAR_S1,B01,1,1816,2017-10-24,07:24:49,28798231,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1817,KAR_S1,B01,1,1817,2017-10-24,07:26:07,28798234,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1818,KAR_S1,B01,1,1818,2017-10-24,07:29:12,28798238,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1819,KAR_S1,B01,1,1819,2017-10-24,07:32:32,28798241,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1820,KAR_S1,B01,1,1820,2017-10-24,07:35:06,28798245,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1821,KAR_S1,B01,1,1821,2017-10-24,07:38:31,28798248,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1822,KAR_S1,B01,1,1822,2017-10-24,07:40:08,28798251,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1823,KAR_S1,B01,1,1823,2017-10-24,07:42:39,28798255,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1824,KAR_S1,B01,1,1824,2017-10-24,07:44:23,28798259,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1825,KAR_S1,B01,1,1825,2017-10-24,07:45:43,28798262,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1826,KAR_S1,B01,1,1826,2017-10-24,07:48:42,28798266,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1827,KAR_S1,B01,1,1827,2017-10-24,07:51:17,28798269,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1828,KAR_S1,B01,1,1828,2017-10-24,07:53:54,28798272,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1829,KAR_S1,B01,1,1829,2017-10-24,07:57:05,28798276,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1830,KAR_S1,B01,1,1830,2017-10-24,07:58:57,28798279,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1831,KAR_S1,B01,1,1831,2017-10-24,08:01:29,28798282,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1832,KAR_S1,B01,1,1832,2017-10-24,08:02:35,28798283,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1833,KAR_S1,B01,1,1833,2017-10-24,08:05:04,28798286,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1834,KAR_S1,B01,1,1834,2017-10-24,08:06:15,28798290,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1835,KAR_S1,B01,1,1835,2017-10-24,08:07:31,28798294,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1836,KAR_S1,B01,1,1836,2017-10-24,08:10:10,28798297,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1837,KAR_S1,B01,1,1837,2017-10-24,08:14:24,28798301,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1838,KAR_S1,B01,1,1838,2017-10-24,08:15:24,28798305,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1839,KAR_S1,B01,1,1839,2017-10-24,08:17:31,28798308,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1840,KAR_S1,B01,1,1840,2017-10-24,08:19:31,28798311,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1841,KAR_S1,B01,1,1841,2017-10-24,08:20:34,28798315,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1842,KAR_S1,B01,1,1842,2017-10-24,08:29:17,28798318,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1843,KAR_S1,B01,1,1843,2017-10-24,08:30:24,28798323,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1844,KAR_S1,B01,1,1844,2017-10-24,08:31:25,28798326,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1845,KAR_S1,B01,1,1845,2017-10-24,08:32:30,28798330,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1846,KAR_S1,B01,1,1846,2017-10-24,08:33:37,28798333,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1847,KAR_S1,B01,1,1847,2017-10-24,08:35:44,28798337,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1848,KAR_S1,B01,1,1848,2017-10-24,08:36:45,28798340,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1849,KAR_S1,B01,1,1849,2017-10-24,08:37:47,28798343,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1850,KAR_S1,B01,1,1850,2017-10-24,08:38:57,28798347,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1851,KAR_S1,B01,1,1851,2017-10-24,08:40:39,28798351,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1852,KAR_S1,B01,1,1852,2017-10-24,08:42:15,28798354,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1853,KAR_S1,B01,1,1853,2017-10-24,08:43:45,28798358,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1854,KAR_S1,B01,1,1854,2017-10-24,08:44:47,28798362,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1855,KAR_S1,B01,1,1855,2017-10-24,08:45:46,28798365,birdother,1,1,1,0.12,0.00,1.00,0.00,0.00,0.00,,,,0.89,0.50
KAR_S1#B01#1#1856,KAR_S1,B01,1,1856,2017-10-24,08:46:54,28798369,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1857,KAR_S1,B01,1,1857,2017-10-24,08:49:24,28798373,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1858,KAR_S1,B01,1,1858,2017-10-24,08:52:05,28798377,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1859,KAR_S1,B01,1,1859,2017-10-24,08:53:35,28798380,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1860,KAR_S1,B01,1,1860,2017-10-24,08:54:36,28798384,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1861,KAR_S1,B01,1,1861,2017-10-24,08:56:19,28798388,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1862,KAR_S1,B01,1,1862,2017-10-24,08:57:48,28798392,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1863,KAR_S1,B01,1,1863,2017-10-24,08:59:44,28798396,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1864,KAR_S1,B01,1,1864,2017-10-24,09:01:09,28798399,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1865,KAR_S1,B01,1,1865,2017-10-24,09:02:18,28798403,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1866,KAR_S1,B01,1,1866,2017-10-24,09:09:22,28798407,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1867,KAR_S1,B01,1,1867,2017-10-24,09:13:23,28798410,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1868,KAR_S1,B01,1,1868,2017-10-24,09:14:23,28798414,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1869,KAR_S1,B01,1,1869,2017-10-24,09:15:23,28798417,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1870,KAR_S1,B01,1,1870,2017-10-24,09:16:23,28798421,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1871,KAR_S1,B01,1,1871,2017-10-24,09:17:38,28798425,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1872,KAR_S1,B01,1,1872,2017-10-24,09:20:27,28798429,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1873,KAR_S1,B01,1,1873,2017-10-24,09:21:31,28798432,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1874,KAR_S1,B01,1,1874,2017-10-24,09:22:34,28798436,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1875,KAR_S1,B01,1,1875,2017-10-24,09:23:34,28798440,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1876,KAR_S1,B01,1,1876,2017-10-24,09:24:42,28798443,blank,,,,,,,,,,,,,0.90,0.00
KAR_S1#B01#1#1877,KAR_S1,B01,1,1877,2017-10-24,09:25:43,28798447,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1878,KAR_S1,B01,1,1878,2017-10-24,09:26:43,28798450,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1879,KAR_S1,B01,1,1879,2017-10-24,09:27:43,28798454,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1880,KAR_S1,B01,1,1880,2017-10-24,09:29:03,28798458,blank,,,,,,,,,,,,,0.70,0.00
KAR_S1#B01#1#1881,KAR_S1,B01,1,1881,2017-10-24,09:30:04,28798461,blank,,,,,,,,,,,,,0.90,0.00
KAR_S1#B01#1#1882,KAR_S1,B01,1,1882,2017-10-24,09:31:04,28798465,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1883,KAR_S1,B01,1,1883,2017-10-24,09:32:04,28798468,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1884,KAR_S1,B01,1,1884,2017-10-24,09:46:02,28798472,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1885,KAR_S1,B01,1,1885,2017-10-24,09:48:29,28798475,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1886,KAR_S1,B01,1,1886,2017-10-24,09:52:21,28798479,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1887,KAR_S1,B01,1,1887,2017-10-24,09:53:32,28798483,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1888,KAR_S1,B01,1,1888,2017-10-24,09:56:07,28798486,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1889,KAR_S1,B01,1,1889,2017-10-24,09:58:22,28798490,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1890,KAR_S1,B01,1,1890,2017-10-24,09:59:26,28798494,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1891,KAR_S1,B01,1,1891,2017-10-24,10:01:51,28798498,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1892,KAR_S1,B01,1,1892,2017-10-24,10:02:58,28798501,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1893,KAR_S1,B01,1,1893,2017-10-24,10:04:29,28798505,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1894,KAR_S1,B01,1,1894,2017-10-24,10:08:25,28798508,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1895,KAR_S1,B01,1,1895,2017-10-24,10:11:17,28798511,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1896,KAR_S1,B01,1,1896,2017-10-24,10:12:45,28798514,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1897,KAR_S1,B01,1,1897,2017-10-24,10:14:24,28798518,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1898,KAR_S1,B01,1,1898,2017-10-24,10:16:37,28798521,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1899,KAR_S1,B01,1,1899,2017-10-24,10:17:41,28798524,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1900,KAR_S1,B01,1,1900,2017-10-24,10:19:55,28798527,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1901,KAR_S1,B01,1,1901,2017-10-24,10:27:05,28798531,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1902,KAR_S1,B01,1,1902,2017-10-24,10:37:57,28798534,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1903,KAR_S1,B01,1,1903,2017-10-24,10:39:28,28798538,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1904,KAR_S1,B01,1,1904,2017-10-24,10:41:49,28798542,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1905,KAR_S1,B01,1,1905,2017-10-24,10:43:53,28798546,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1906,KAR_S1,B01,1,1906,2017-10-24,10:46:36,28798549,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1907,KAR_S1,B01,1,1907,2017-10-24,10:54:09,28798553,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1908,KAR_S1,B01,1,1908,2017-10-24,10:56:00,28798557,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1909,KAR_S1,B01,1,1909,2017-10-24,10:57:48,28798560,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1910,KAR_S1,B01,1,1910,2017-10-24,11:00:11,28798564,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#B01#1#1911,KAR_S1,B01,1,1911,2017-10-24,11:02:16,28798568,blank,,,,,,,,,,,,,1.00,0.00
